,name,company,year,Price,kms_driven,fuel_type
732,Maruti Suzuki Alto,Maruti,2017.0,225000.0,12500.0,Petrol
733,Maruti Suzuki Dzire,Maruti,2009.0,210000.0,42000.0,Petrol
734,Renault Lodgy,Renault,2016.0,,20000.0,Diesel
735,Hyundai i20 Asta,Hyundai,2014.0,425000.0,31000.0,Petrol
736,Maruti Suzuki Swift,Maruti,2008.0,162000.0,60000.0,Diesel
737,Tata Indica V2,Tata,2005.0,60000.0,80000.0,Diesel
738,Mahindra Scorpio VLX,Mahindra,2014.0,650000.0,77000.0,Diesel
739,Toyota Innova 2.5,Toyota,2012.0,750000.0,75000.0,Diesel
740,Mahindra Xylo E8,Mahindra,2010.0,375000.0,40000.0,Diesel
741,Hyundai i20 Magna,Hyundai,2011.0,230000.0,47000.0,Petrol
742,Maruti Suzuki Omni,Maruti,2000.0,35999.0,60000.0,Petrol
743,Mahindra KUV100,Mahindra,2016.0,380000.0,26500.0,Petrol
744,Mahindra KUV100 K8,Mahindra,2019.0,560000.0,2875.0,Petrol
745,Datsun Go Plus,Datsun,2016.0,285000.0,13900.0,Petrol
746,Ford Endeavor 4x4,Ford,2019.0,2900000.0,9000.0,Diesel
747,Tata Indica V2,Tata,2005.0,39999.0,80000.0,Diesel
748,Hyundai Santro Xing,Hyundai,2006.0,85000.0,60000.0,Petrol
749,Maruti Suzuki Wagon,Maruti,2016.0,395000.0,20000.0,Petrol
750,Maruti Suzuki Swift,Maruti,2008.0,175000.0,58000.0,Diesel
751,Maruti Suzuki Alto,Maruti,2019.0,400000.0,1500.0,Petrol
752,Toyota Innova 2.5,Toyota,2011.0,750000.0,75000.0,Diesel
753,Any type car,Any,,170000.0,,Diesel
754,Maruti Suzuki Alto,Maruti,2016.0,250000.0,2450.0,Petrol
755,Maruti Suzuki Alto,Maruti,2019.0,425000.0,1625.0,Petrol
756,Maruti Suzuki Alto,Maruti,2019.0,,1500.0,Petrol
757,Volkswagen Polo Highline1.2L,Volkswagen,2017.0,525000.0,45000.0,Petrol
758,Mahindra Logan,Mahindra,2009.0,130000.0,65000.0,Diesel
759,Maruti Suzuki 800,Maruti,2000.0,30000.0,33400.0,Petrol
760,Mahindra Scorpio,Mahindra,2011.0,475000.0,60123.0,Diesel
761,Chevrolet Sail 1.2,Chevrolet,2013.0,300000.0,28000.0,Petrol
762,Volkswagen Vento Highline,Volkswagen,2015.0,,38900.0,Diesel
763,Hyundai Santro AE,Hyundai,2003.0,60000.0,70000.0,Petrol
764,Maruti Suzuki Wagon,Maruti,2006.0,100000.0,7000.0,Petrol
765,Hyundai Eon,Hyundai,2018.0,260000.0,25000.0,Petrol
766,Tata Manza,Tata,2015.0,100000.0,100000.0,Diesel
767,Toyota Innova 2.0,Toyota,2019.0,,4000.0,Petrol
768,Toyota Etios G,Toyota,2013.0,265000.0,42000.0,Petrol
769,Toyota Qualis,Toyota,2003.0,180000.0,100000.0,Diesel
770,Hyundai Santro Xing,Hyundai,2004.0,45000.0,137495.0,Petrol
771,Tata Indica eV2,Tata,2016.0,50500.0,91200.0,Diesel
772,Honda City 1.5,Honda,2009.0,270000.0,55000.0,Petrol
773,Tata Zest XE,Tata,2017.0,290000.0,120000.0,Diesel
774,Mahindra Quanto C4,Mahindra,2013.0,325000.0,63000.0,Diesel
775,Tata Indigo eCS,Tata,2016.0,160000.0,104000.0,Diesel
776,Maruti Suzuki Swift,Maruti,2016.0,350000.0,146000.0,Diesel
777,Hyundai Elite i20,Hyundai,2011.0,290000.0,40000.0,Petrol
778,Hyundai i20 Select,Hyundai,2011.0,290000.0,40000.0,Petrol
779,Chevrolet Tavera Neo,Chevrolet,2007.0,465000.0,100800.0,Diesel
780,Maruti Suzuki Dzire,Maruti,2016.0,325000.0,150000.0,Diesel
781,Hyundai Elite i20,Hyundai,2018.0,510000.0,2100.0,Petrol
782,Honda City VX,Honda,2016.0,860000.0,95000.0,Petrol
783,Maruti Suzuki Dzire,Maruti,2016.0,450000.0,2500.0,Diesel
784,Hyundai Getz,Hyundai,2006.0,125000.0,80000.0,Petrol
785,Mercedes Benz C,Mercedes,2006.0,500001.0,15000.0,Petrol
786,Maruti Suzuki Alto,Maruti,2005.0,95000.0,65000.0,Petrol
787,Skoda Fabia,Skoda,2009.0,110000.0,45000.0,Petrol
788,Maruti Suzuki Alto,Maruti,2015.0,,70000.0,Petrol
789,Maruti Suzuki Ritz,Maruti,2011.0,270000.0,50000.0,Petrol
790,tata zest 2017,tata,,450000.0,,Diesel
791,Tata Indica V2,Tata,2009.0,110000.0,30000.0,Diesel
792,Toyota Corolla Altis,Toyota,2009.0,300000.0,132000.0,Petrol
793,Ta,Tara,,310000.0,,Diesel
794,Tata Zest XM,Tata,2018.0,260000.0,27000.0,Diesel
795,Mahindra Quanto C8,Mahindra,2013.0,390000.0,40000.0,Diesel
796,Honda Amaze 1.2,Honda,2014.0,180000.0,,Diesel
797,Chevrolet Sail 1.2,Chevrolet,2014.0,160000.0,,Diesel
